geneID,logFC,logCPM,F,PValue,FDR,GO,GOterms,Best-hit-arabi-name,Best-hit-arabi-defline,Best-hit-clamy-name,Best-hit-clamy-defline,Best-hit-rice-name,Best-hit-rice-defline,Pfam,Panther,ec,KOG,KO
Ceric.35G009800.1,0.2733241422315658,5.7349281463446955,6.948162120494365,0.027543821162562362,0.041902241394954756,GO:0004018 GO:0006188 GO:0009152,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity; IMP biosynthetic process; purine ribonucleotide biosynthetic process",AT1G36280,L-Aspartase-like family protein,Cre13.g565450,Adenylosuccinate lyase,LOC_Os03g19930,"adenylosuccinate lyase, putative, expressed",PF00206 PF08328,PTHR11444 PTHR11444:SF17,EC:4.3.2.2,KOG2700,K01756
Ceric.04G073600.1,-0.28913881411316283,4.803029530772636,6.94082813274981,0.027606481466158087,0.041994754096394075,GO:0005515 GO:0016021 GO:0016192,protein binding; ; vesicle-mediated transport,AT5G05570,transducin family protein / WD-40 repeat family protein,Cre12.g558250,"Regulatory R-SNARE protein, Tomsyn/Sro family (R.Reg)",LOC_Os07g49300,expressed protein,NA,PTHR10241 PTHR10241:SF25,NA,KOG1983,K08518
Ceric.10G078800.1,0.8760957424806581,1.7884663768596363,6.941184709111371,0.0276105321836064,0.04199810395550039,NA,,AT5G01750,Protein of unknown function (DUF567),NA,NA,LOC_Os07g12730,"DUF567 domain containing protein, putative, expressed",PF04525,PTHR31087 PTHR31087:SF11,NA,NA,NA
Ceric.26G017800.1,0.45294365149964544,3.5040500023236345,6.936030003014462,0.027648117724273818,0.042050096072580895,NA,,NA,NA,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.13G072900.1,-0.3835951319109722,4.9248635840233845,6.935905586359399,0.02764841476879323,0.042050096072580895,GO:0000124 GO:0003712,SAGA complex; transcription coregulator activity,AT1G72390,(1 of 2) PTHR10799//PTHR10799:SF783 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED,NA,NA,LOC_Os10g25200,expressed protein,PF12090,PTHR13526,NA,NA,NA
Ceric.30G008000.1,0.34337596095342726,5.932367617686268,6.935549911600439,0.027651131842149075,0.04205141336915355,GO:0005743 GO:0006850,mitochondrial inner membrane; mitochondrial pyruvate transmembrane transport,AT5G20090,Uncharacterised protein family (UPF0041),Cre02.g113100,(1 of 1) PTHR14154//PTHR14154:SF3 - UPF0041 BRAIN PROTEIN 44-RELATED // MITOCHONDRIAL PYRUVATE CARRIER 1,LOC_Os09g20660,"UPF0041 domain containing protein, putative, expressed",PF03650,PTHR14154 PTHR14154:SF3,NA,KOG1590,NA
Ceric.37G070700.1,-0.7549456701060969,2.298438006873566,6.935298428075946,0.027660061106840307,0.0420609003796984,GO:0005515 GO:0008270,protein binding; zinc ion binding,NA,NA,NA,NA,NA,NA,PF13920,NA,NA,KOG4172,NA
Ceric.1Z222400.1,-1.2656698940639985,-0.46664308854274,6.88122060819565,0.02766107278370852,0.0420609003796984,NA,,NA,NA,NA,NA,NA,NA,PF05678,NA,NA,NA,NA
Ceric.34G015900.1,-0.373391508385921,6.429212520165669,6.933064262343188,0.027672339125811348,0.04207521567389292,GO:0003676 GO:0008270,nucleic acid binding; zinc ion binding,AT3G53500,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain,Cre12.g518772,"(1 of 2) K12893 - splicing factor, arginine/serine-rich 4/5/6 (SFRS4_5_6)",LOC_Os01g06290,"splicing factor, arginine/serine-rich, putative, expressed",PF00076 PF00098,PTHR23147,NA,KOG0107,K12896
Ceric.11G011600.1,0.6605262410186332,2.457844340041341,6.931863390115699,0.02768584453846127,0.04209099604519844,GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,NA,Cre14.g625050,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,NA,NA,PF00069 PF00560 PF08263,PTHR27000,EC:2.7.11.1,KOG1187,NA
Ceric.31G066300.1,0.5316665339569456,2.5064707270519286,6.931786495909067,0.027686423033559816,0.04209099604519844,NA,,AT2G45320,NA,NA,NA,LOC_Os06g37430,expressed protein,NA,PTHR35723 PTHR35723:SF1,NA,NA,NA
Ceric.24G011200.1,-0.7628917287339451,1.1869044928441652,6.933747464660709,0.02770419165882935,0.04211519105365969,GO:0004672 GO:0005524 GO:0006468,protein kinase activity; ATP binding; protein phosphorylation,NA,NA,NA,NA,NA,NA,PF00069,PTHR24349 PTHR24349:SF87,EC:2.7.11.1,NA,NA
Ceric.03G047300.1,2.1207758678445923,-1.0599831242803528,6.86828815345109,0.027757140405264343,0.04219167018810474,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.06G089400.1,-0.39016575921377455,3.7403998340242355,6.923164604379942,0.027758215339654103,0.04219167018810474,GO:0004176 GO:0006508,ATP-dependent peptidase activity; proteolysis,AT2G25740,ATP-dependent protease La (LON) domain protein,NA,NA,LOC_Os05g44590,"ATP-dependent protease La, putative, expressed",PF02190,PTHR14255 PTHR14255:SF4,NA,KOG1400,K11793
Ceric.34G048600.1,0.6776780860691232,2.030813980722714,6.922496162679134,0.02776819460862793,0.04220401480555378,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.37G016400.1,0.45494425699559393,4.346570041616437,6.920686557573617,0.02777880303994591,0.042217313951737986,GO:0004367 GO:0005975 GO:0006072 GO:0009331 GO:0016616 GO:0046168 GO:0051287 GO:0055114,"; carbohydrate metabolic process; glycerol-3-phosphate metabolic process; glycerol-3-phosphate dehydrogenase (FAD) complex; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; glycerol-3-phosphate catabolic process; NAD binding; ",AT2G41540,6-phosphogluconate dehydrogenase family protein,NA,NA,NA,NA,PF01210 PF07479,PTHR11728 PTHR11728:SF17,EC:1.1.1.8,KOG2711,K00006
Ceric.18G082200.1,0.290941652328798,5.8912451242598,6.919358570844414,0.02778966510282382,0.04222935338374239,NA,,NA,NA,NA,NA,NA,NA,PF14432,PTHR24015 PTHR24015:SF157,NA,NA,NA
Ceric.30G060200.1,0.3271355073572778,7.385481677036159,6.9192666942015055,0.027790442468433135,0.04222935338374239,GO:0005198 GO:0005515 GO:0006886 GO:0016192 GO:0030117,structural molecule activity; protein binding; intracellular protein transport; vesicle-mediated transport; membrane coat,AT1G79990,structural molecules,Cre02.g118500,Beta' subunit of COP-I complex,LOC_Os02g11830,"coatomer subunit beta, putative, expressed",PF00400 PF04053,PTHR19876 PTHR19876:SF6,NA,NA,K17302
Ceric.10G027600.1,0.43352362082532647,4.732048773496566,6.91681797413704,0.02781170665705992,0.04225883918818515,GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085,ATP binding; transport; ; ATP hydrolysis activity; ATPase-coupled transmembrane transporter activity; transmembrane transport,NA,NA,NA,NA,NA,NA,PF00005 PF00664,PTHR24223,EC:3.6.3.44,NA,K05673
Ceric.10G074100.1,0.387453488716333,3.6039752801347227,6.915014296009655,0.02782794920708982,0.0422806913686801,NA,,AT1G23330,alpha/beta-Hydrolases superfamily protein,NA,NA,LOC_Os05g33820,"lipase, putative, expressed",NA,PTHR34043 PTHR34043:SF1,EC:3.1.1.3,NA,NA
Ceric.04G082500.1,-0.39561998398761955,4.509238088870789,6.914266345807734,0.027833781203684273,0.042286724298950314,GO:0003677 GO:0003684 GO:0005524 GO:0006281 GO:0008094,"DNA binding; damaged DNA binding; ATP binding; DNA repair; ATP-dependent activity, acting on DNA",AT5G50340,ATP-dependent peptidases;nucleotide binding;serine-type endopeptidases;DNA helicases;ATP binding;damaged DNA binding;nucleoside-triphosphatases,Cre07.g317908,"(1 of 1) K04485 - DNA repair protein RadA/Sms (sms, radA)",LOC_Os06g05820,"OsLonP2 - Putative Lon protease homologue, expressed",PF13481 PF13541,PTHR32472 PTHR32472:SF10,EC:3.6.1.8,NA,K04485
Ceric.14G097700.1,0.4671266131118719,3.1082553453214103,6.9139638530032625,0.027837787370904497,0.04228998270007217,NA,,AT1G48880,TRICHOME BIREFRINGENCE-LIKE 7,NA,NA,LOC_Os05g35190,"powdery mildew resistant protein 5, putative, expressed",PF13839 PF14416,PTHR32285 PTHR32285:SF63,NA,NA,NA
Ceric.05G023000.1,0.535674744759689,2.4280285012192215,6.911378479259825,0.02786168411514928,0.042323455563792224,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.22G080400.1,0.27883421476997877,4.976301638553277,6.905092777500007,0.02791264854636399,0.04239803853211496,GO:0006520 GO:0016829 GO:0030170 GO:0031071 GO:0044571,amino acid metabolic process; lyase activity; pyridoxal phosphate binding; cysteine desulfurase activity; [2Fe-2S] cluster assembly,AT5G65720,nitrogen fixation S (NIFS)-like 1,Cre02.g146250,Cysteine desulfurase,LOC_Os09g16910,"cysteine desulfurase 1, mitochondrial precursor, putative, expressed",PF01212,PTHR11601 PTHR11601:SF34,EC:2.8.1.6 EC:2.8.1.7,NA,K04487
Ceric.33G012300.1,0.2965991668916621,4.807323063560524,6.902626228771047,0.027933956471423764,0.04242756766106943,GO:0003824 GO:0008152,catalytic activity; metabolic process,NA,NA,NA,NA,LOC_Os05g45300,"enoyl-CoA hydratase/isomerase family protein, putative, expressed",PF00378,PTHR11941 PTHR11941:SF84,NA,NA,NA
Ceric.10G052800.1,-0.28540458829967064,5.3559812426499604,6.902013517745978,0.027939137732574268,0.04243143453354096,GO:0005737 GO:0006457 GO:0051082,cytoplasm; protein folding; unfolded protein binding,NA,NA,Cre17.g715000,Heat shock protein 33,NA,NA,PF01430,PTHR30111 PTHR30111:SF1,NA,NA,K04083
Ceric.20G031300.1,-1.510468991341416,0.6545793124460784,6.922547472170449,0.027941653237270603,0.04243143453354096,GO:0043531,ADP binding,NA,NA,NA,NA,NA,NA,PF00931,PTHR11017 PTHR11017:SF162,NA,NA,NA
Ceric.06G022900.1,-0.3123072792167491,6.3831202308792845,6.90165683085411,0.027942105376834645,0.04243143453354096,NA,,AT4G39170,Sec14p-like phosphatidylinositol transfer family protein,NA,NA,LOC_Os08g25310,"phosphatidylinositol transfer, putative, expressed",PF00650 PF03765,PTHR23324 PTHR23324:SF43,NA,KOG1471,NA
Ceric.36G027900.1,-2.4599401530407636,-0.4245652561376035,6.552108257902842,0.027948869178713885,0.04243886905969795,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.22G072600.1,-0.7780883172641408,1.0390125744928576,6.9065900981433925,0.02795074889403385,0.04243888686249783,NA,,NA,NA,NA,NA,NA,NA,PF01161,PTHR11362,NA,KOG3346,NA
Ceric.14G064000.1,0.439978072580977,3.225951203996614,6.897971814709082,0.027975665101940515,0.04247387967461819,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.29G038700.1,-0.30380664423913906,5.568162706056353,6.89738321964555,0.027979082210972447,0.042476229118014235,NA,,NA,NA,Cre16.g688050,(1 of 1) PTHR32091//PTHR32091:SF0 - FAMILY NOT NAMED // EUKARYOTIC INITIATION FACTOR 4B-RELATED,NA,NA,PF06273,PTHR32091 PTHR32091:SF0,NA,NA,NA
Ceric.05G035600.1,-0.4409136483892473,4.68372807462727,6.894335189306518,0.028005814045700496,0.042513970954448053,GO:0003676 GO:0005634 GO:0006974 GO:0007049 GO:0008270 GO:0048478,nucleic acid binding; nucleus; DNA damage response; cell cycle; zinc ion binding; ,AT3G02820,zinc knuckle (CCHC-type) family protein,NA,NA,LOC_Os02g52460,"zinc knuckle domain containing protein, expressed",PF00098 PF07962,PTHR13220 PTHR13220:SF11,NA,KOG3004,K10904
Ceric.12G035600.1,-0.4208708478711034,4.932382056774933,6.8928345053918445,0.028018793195984108,0.04253083200504863,GO:0006511,ubiquitin-dependent protein catabolic process,NA,NA,Cre01.g061442,"(1 of 1) K03872 - transcription elongation factor B, polypeptide 1 (TCEB1)",NA,NA,PF03931,PTHR20648,NA,KOG3473,NA
Ceric.1Z165700.1,-0.4884890599199608,4.693362406272412,6.891026388245496,0.028034506608975104,0.04255184097069117,NA,,AT1G50730,(1 of 1) PTHR13673 - ESOPHAGEAL CANCER ASSOCIATED PROTEIN,NA,NA,NA,NA,NA,PTHR13673 PTHR13673:SF0,NA,NA,NA
Ceric.33G000200.1,0.6248661336944005,1.566012331514463,6.891707553367504,0.028037982358971474,0.042554273579629424,NA,,NA,NA,NA,NA,NA,NA,PF01535,PTHR24015,NA,NA,NA
Ceric.01G126500.1,-0.37865232658390074,4.258381850273801,6.886070705812182,0.02807776836341452,0.042611508821902636,GO:0003723,RNA binding,AT3G27550,RNA-binding CRS1 / YhbY (CRM) domain protein,NA,NA,LOC_Os05g05300,"CRS1/YhbY domain containing protein, putative, expressed",PF01985,PTHR31426 PTHR31426:SF4,NA,NA,NA
Ceric.19G017800.1,-0.6020482345077671,2.4467293488069686,6.886403434296911,0.028079444454980607,0.042611508821902636,NA,,AT1G17130,Family of unknown function (DUF572),Cre17.g741100,(1 of 1) PTHR12111:SF1 - COILED-COIL DOMAIN-CONTAINING PROTEIN 94,LOC_Os01g40610,"coiled-coil domain-containing protein, putative, expressed",PF04502,PTHR12111 PTHR12111:SF1,NA,KOG2989,NA
Ceric.22G081200.1,-0.27466801530957075,5.155592960554503,6.884553515862177,0.028090599967284004,0.042625590479343126,NA,,NA,NA,NA,NA,NA,NA,PF13041,PTHR24015,NA,NA,NA
Ceric.06G059000.1,-0.3148730604540932,4.976518749158312,6.883791625471498,0.028097329602818685,0.04263295473495209,NA,,AT4G21800,P-loop containing nucleoside triphosphate hydrolases superfamily protein,Cre06.g267150,(1 of 1) PTHR21231:SF8 - GPN-LOOP GTPASE 1,LOC_Os03g19870,"ATP binding protein, putative, expressed",PF03029,PTHR21231 PTHR21231:SF8,NA,KOG1532,K06883
Ceric.31G011100.1,-0.8886102233394727,3.3920535529650175,6.875346982905662,0.028172637150242295,0.04274436646295944,GO:0005515 GO:0046856,protein binding; phosphatidylinositol dephosphorylation,NA,NA,NA,NA,NA,NA,PF00168 PF03372,PTHR11200 PTHR11200:SF161,EC:3.1.3.86,KOG0565,NA
Ceric.34G001700.1,-0.280951925738934,5.050485159178823,6.87443977685083,0.028178751524953135,0.0427507883736501,GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,AT3G58760,Integrin-linked protein kinase family,NA,NA,LOC_Os01g54480,"serine/threonine protein kinase, putative, expressed",PF07714 PF12796,PTHR23257 PTHR23257:SF378,EC:2.7.11.1,KOG1187,NA
Ceric.18G084300.1,-0.5436755927181306,2.0816128957120212,6.873801015404387,0.028191995203230808,0.042768024774452504,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.26G012900.1,0.5893916551725785,5.4892029509127385,6.871740536171688,0.028202126164768686,0.04277770535991175,GO:0004842 GO:0005515 GO:0016567,ubiquitin-protein transferase activity; protein binding; protein ubiquitination,NA,NA,Cre15.g635750,"(1 of 84) 6.3.2.19 - Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45",LOC_Os01g60860,"spotted leaf 11, putative, expressed",PF00514 PF04564,PTHR23315 PTHR23315:SF69,EC:6.3.2.19,NA,NA
Ceric.09G009700.1,0.33904466353926044,4.1624755400121085,6.871812996970058,0.028202142298550035,0.04277770535991175,NA,,AT3G09040,Pentatricopeptide repeat (PPR) superfamily protein,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.02G100100.1,-0.3380583254608269,6.365752593374795,6.869927949928264,0.028217963216217508,0.04279884547094236,GO:0003824 GO:0004722 GO:0006470,catalytic activity; protein serine/threonine phosphatase activity; protein dephosphorylation,AT4G31860,Protein phosphatase 2C family protein,Cre09.g410600,Phosphoprotein phosphatase 2C-related,LOC_Os02g08364,"protein phosphatase 2C, putative, expressed",PF00481,PTHR13832 PTHR13832:SF356,EC:3.1.3.16,KOG0699,K17499
Ceric.09G054800.1,0.40068103659125454,5.903892801914425,6.868463000325852,0.02823078519325544,0.0428154344997043,NA,,NA,NA,NA,NA,NA,NA,PF00234,NA,NA,NA,NA
Ceric.30G032000.1,1.7748939344371293,-0.4413450409611812,6.898706732670901,0.028238816798824992,0.04282475661521294,GO:0005515,protein binding,NA,NA,NA,NA,NA,NA,PF00646,PTHR32133,NA,NA,NA
Ceric.04G100700.1,-0.41984643414917416,10.059206809467012,6.861918717734223,0.028288123553057935,0.04289666793498353,GO:0006508 GO:0008234,proteolysis; cysteine-type peptidase activity,NA,NA,NA,NA,NA,NA,PF00112 PF08246,PTHR12411,EC:3.4.22.14,KOG1542 KOG1543,NA
Ceric.28G052900.1,0.2740671707411246,6.033669663035088,6.85879852071182,0.028315528938622308,0.042935360205336726,GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835,"intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation",AT2G19860,hexokinase 2,Cre02.g117500,Hexokinase,LOC_Os05g45590,"hexokinase, putative, expressed",PF00349 PF03727,PTHR19443,EC:2.7.1.1,NA,K00844
Ceric.05G067400.1,0.32188411288217744,4.722476660763039,6.856627710891514,0.028334840139075987,0.04296177476773007,GO:0006479 GO:0008168,protein methylation; methyltransferase activity,AT3G12270,protein arginine methyltransferase 3,Cre16.g685900,Protein arginine N-methyltransferase,LOC_Os07g44640,"ZOS7-13 - C2H2 zinc finger protein, expressed",PF06325 PF12756,PTHR11006 PTHR11006:SF55,EC:2.1.1.125,KOG1499,K11436
Ceric.25G013900.1,-0.3982870954344187,4.961013701425656,6.855474528299956,0.028345068002796504,0.04297441441144703,NA,,AT2G26920,Ubiquitin-associated/translation elongation factor EF1B protein,NA,NA,LOC_Os05g33850,"UBA/TS-N domain containing protein, expressed",PF00627,PTHR35294 PTHR35294:SF1,NA,NA,NA
Ceric.03G095900.1,0.820379436308718,1.2186067455728748,6.856694347860382,0.02834903121214462,0.04297755505863563,GO:0016021,,NA,NA,Cre03.g206033,"(1 of 1) PTHR23130:SF94 - PROTEIN F23B12.4, ISOFORM A",NA,NA,PF03188 PF04526,PTHR23130,NA,NA,NA
Ceric.23G069100.1,0.28682136928199864,5.067462624302391,6.85026644750088,0.02839072706725211,0.04303789472482156,NA,,AT5G66420,(1 of 1) PF06792 - Uncharacterised protein family (UPF0261) (UPF0261),NA,NA,LOC_Os06g27800,"tm-1GCR237 protein, putative, expressed",PF06792 PF09370,PTHR31862 PTHR31862:SF0,NA,NA,NA
Ceric.06G021300.1,0.4369781364440624,7.203620531462424,6.848550201057841,0.028405731522245185,0.04305776717733443,NA,,AT5G09810,actin 7,Cre13.g603700,"Actin, flagellar inner arm dynein subunit",LOC_Os03g61970,"actin, putative, expressed",PF00022,PTHR11937 PTHR11937:SF200,NA,NA,K05692 K10355
Ceric.05G076200.1,0.5326098775881614,3.29106666260754,6.842573823429581,0.028460060147877792,0.04313724107676534,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.39G042900.1,-0.5807691243015868,5.195304825058451,6.840454553353259,0.02847747469931677,0.04316075701759691,GO:0004553 GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,NA,NA,NA,NA,NA,PF00933 PF01915,PTHR30620 PTHR30620:SF38,EC:3.2.1.58,NA,NA
Ceric.18G062100.1,0.28581612518557703,5.2692207520526635,6.83849526528629,0.028494616935143734,0.04318385712424325,GO:0005471 GO:0005524 GO:0006810 GO:0016021,ATP:ADP antiporter activity; ATP binding; transport; ,AT1G80300,nucleotide transporter 1,Cre08.g358526,Plastidic ADP/ATP translocase,LOC_Os01g45910,"plastidic ATP/ADP-transporter, putative, expressed",PF03219,PTHR31187 PTHR31187:SF3,NA,NA,K03301
Ceric.28G059200.1,-0.2685868956012789,5.841131363734993,6.835672862273451,0.028519607629204424,0.043218847767335596,GO:0005515 GO:0006364,protein binding; rRNA processing,AT2G40360,Transducin/WD40 repeat-like superfamily protein,Cre10.g417950,"(1 of 1) K14824 - ribosome biogenesis protein ERB1 (ERB1, BOP1)",LOC_Os07g25440,"WD domain, G-beta repeat domain containing protein, expressed",PF00400 PF08145,PTHR17605,NA,NA,K14824
Ceric.03G069200.1,1.2357031533050984,0.4086301146566387,6.841631770001887,0.028526200285977812,0.043225955065505896,NA,,AT4G38250,Transmembrane amino acid transporter family protein,NA,NA,LOC_Os04g47780,"transmembrane amino acid transporter protein, putative, expressed",PF01490,PTHR22950 PTHR22950:SF305,NA,KOG1304,K14209
Ceric.23G068800.1,0.28244459043419984,6.39540531550831,6.832246280163713,0.028549990072956825,0.04325911861194519,NA,,AT2G26830,Protein kinase superfamily protein,Cre06.g291600,Ethanolamine kinase,LOC_Os09g26700,"choline/ethanolamine kinase, putative, expressed",PF01636,PTHR22603 PTHR22603:SF24,EC:2.7.1.82,KOG4720,K00894
Ceric.21G061500.1,-0.479919498060319,3.804293851151967,6.832007113883016,0.028553315050307327,0.043261271398995146,NA,,NA,NA,NA,NA,NA,NA,PF13837,NA,NA,NA,NA
Ceric.21G085500.1,-0.5484329868341835,2.785926707938459,6.831941495098492,0.028556133913425773,0.0432626571338437,NA,,AT5G67610,Uncharacterized conserved protein (DUF2215),NA,NA,LOC_Os03g45180,expressed protein,PF10225,PTHR31587 PTHR31587:SF3,NA,NA,NA
Ceric.24G029000.1,1.2099491889646201,-0.5971657576959236,6.86868913845897,0.028558815890187175,0.04326383531434036,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.26G066700.1,0.26717893169701606,5.347158483860622,6.8280364622274465,0.0285874070534304,0.04330426062454229,GO:0016787,hydrolase activity,AT4G11980,nudix hydrolase homolog 14,NA,NA,LOC_Os06g03910,"hydrolase, NUDIX family, domain containing protein, expressed",PF00293,PTHR11839 PTHR11839:SF6,EC:3.6.1.21,KOG3041,K18447
Ceric.32G073200.1,0.3703043902604141,3.8699799137025552,6.825869948122131,0.02860754679693746,0.04333187917058619,NA,,NA,NA,NA,NA,NA,NA,PF13837,PTHR33492,NA,NA,NA
